是否是合法影院,接入方, third_id, 影院名,影院id,bid, 加密bid, 影院url, 排期url, 排期来源,电影信息
1,dadi, '0246,阳江新东门, '8173,'11009962307498113313,'b0552a6d8b43d7162b3a9fe8,http://www.nuomi.com/cinema/b0552a6d8b43d7162b3a9fe8,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=b0552a6d8b43d7162b3a9fe8&mid=9422&needMovieInfo=1&tploption=1&_=1428996948
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b0552a6d8b43d7162b3a9fe8&mid=8901&needMovieInfo=1&tploption=1&_=1428996948
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b0552a6d8b43d7162b3a9fe8&mid=9427&needMovieInfo=1&tploption=1&_=1428996948
","dadi
","9422/速度与激情7/41
8901/战狼/4
9427/冲锋车/2
"
1,dadi, '0247,黑龙江大庆, '8174,'9550963201921405813,'e29946892e3298c0e3110372,http://www.nuomi.com/cinema/e29946892e3298c0e3110372,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=e29946892e3298c0e3110372&mid=9422&needMovieInfo=1&tploption=1&_=1428996951
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e29946892e3298c0e3110372&mid=8901&needMovieInfo=1&tploption=1&_=1428996952
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e29946892e3298c0e3110372&mid=9410&needMovieInfo=1&tploption=1&_=1428996952
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e29946892e3298c0e3110372&mid=9414&needMovieInfo=1&tploption=1&_=1428996952
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e29946892e3298c0e3110372&mid=9427&needMovieInfo=1&tploption=1&_=1428996953
","dadi
","9422/速度与激情7/48
8901/战狼/3
9410/咱们结婚吧/2
9414/王牌特工：特工学院/1
9427/冲锋车/1
"
1,dadi, '0248,黄骅华贸, '8175,'5296431576260762784,'d07da9cb2775336e95ca0701,http://www.nuomi.com/cinema/d07da9cb2775336e95ca0701,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=d07da9cb2775336e95ca0701&mid=9422&needMovieInfo=1&tploption=1&_=1428996956
http://www.nuomi.com/pcindex/main/timetable?cinemaid=d07da9cb2775336e95ca0701&mid=8901&needMovieInfo=1&tploption=1&_=1428996956
","dadi
","9422/速度与激情7/50
8901/战狼/7
"
1,dadi, '0249,宿迁万顺, '8176,'10128763958973315921,'8417b1c0d1b7c0199d95de0c,http://www.nuomi.com/cinema/8417b1c0d1b7c0199d95de0c,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=8417b1c0d1b7c0199d95de0c&mid=9422&needMovieInfo=1&tploption=1&_=1428996959
http://www.nuomi.com/pcindex/main/timetable?cinemaid=8417b1c0d1b7c0199d95de0c&mid=9427&needMovieInfo=1&tploption=1&_=1428996959
","dadi
","9422/速度与激情7/31
9427/冲锋车/1
"
1,dadi, '0250,黑龙江同江, '8177,'13929024953207684930,'8a3c76fb3ccf56274354d799,http://www.nuomi.com/cinema/8a3c76fb3ccf56274354d799,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=8a3c76fb3ccf56274354d799&mid=9422&needMovieInfo=1&tploption=1&_=1428996962
","dadi
","9422/速度与激情7/36
"
0,dadi, '0251,凤城天正国际, '8178,'4937184998472999976,'b6084e809d9ff9da8d77274b,http://www.nuomi.com/cinema/b6084e809d9ff9da8d77274b,"","",""
1,dadi, '0252,湘潭万隆影院, '8179,'4172362234559981925,'92e73dab2207230a88db73e8,http://www.nuomi.com/cinema/92e73dab2207230a88db73e8,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=92e73dab2207230a88db73e8&mid=9422&needMovieInfo=1&tploption=1&_=1428996967
http://www.nuomi.com/pcindex/main/timetable?cinemaid=92e73dab2207230a88db73e8&mid=8901&needMovieInfo=1&tploption=1&_=1428996968
","dadi
","9422/速度与激情7/31
8901/战狼/1
"
1,dadi, '0253,浙江王江泾, '8180,'1014183889628695728,'2f9148cc2f7e4159a10464f6,http://www.nuomi.com/cinema/2f9148cc2f7e4159a10464f6,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=2f9148cc2f7e4159a10464f6&mid=9422&needMovieInfo=1&tploption=1&_=1428996971
http://www.nuomi.com/pcindex/main/timetable?cinemaid=2f9148cc2f7e4159a10464f6&mid=8901&needMovieInfo=1&tploption=1&_=1428996971
http://www.nuomi.com/pcindex/main/timetable?cinemaid=2f9148cc2f7e4159a10464f6&mid=9427&needMovieInfo=1&tploption=1&_=1428996971
","dadi
","9422/速度与激情7/32
8901/战狼/3
9427/冲锋车/1
"
1,dadi, '0254,磐石商贸城, '8181,'1309113973676968785,'46aa5ec3b90e394b96f08cd0,http://www.nuomi.com/cinema/46aa5ec3b90e394b96f08cd0,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=46aa5ec3b90e394b96f08cd0&mid=9422&needMovieInfo=1&tploption=1&_=1428996977
http://www.nuomi.com/pcindex/main/timetable?cinemaid=46aa5ec3b90e394b96f08cd0&mid=8901&needMovieInfo=1&tploption=1&_=1428996978
http://www.nuomi.com/pcindex/main/timetable?cinemaid=46aa5ec3b90e394b96f08cd0&mid=9410&needMovieInfo=1&tploption=1&_=1428996978
http://www.nuomi.com/pcindex/main/timetable?cinemaid=46aa5ec3b90e394b96f08cd0&mid=9414&needMovieInfo=1&tploption=1&_=1428996978
http://www.nuomi.com/pcindex/main/timetable?cinemaid=46aa5ec3b90e394b96f08cd0&mid=8883&needMovieInfo=1&tploption=1&_=1428996978
http://www.nuomi.com/pcindex/main/timetable?cinemaid=46aa5ec3b90e394b96f08cd0&mid=9427&needMovieInfo=1&tploption=1&_=1428996979
","dadi
","9422/速度与激情7/34
8901/战狼/4
9410/咱们结婚吧/3
9414/王牌特工：特工学院/2
8883/我是女王/1
9427/冲锋车/1
"
1,dadi, '0255,浏阳开心, '8182,'7631022974610598340,'d564a83d7bd8f0573be4a644,http://www.nuomi.com/cinema/d564a83d7bd8f0573be4a644,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=d564a83d7bd8f0573be4a644&mid=9422&needMovieInfo=1&tploption=1&_=1428996982
http://www.nuomi.com/pcindex/main/timetable?cinemaid=d564a83d7bd8f0573be4a644&mid=8901&needMovieInfo=1&tploption=1&_=1428996982
http://www.nuomi.com/pcindex/main/timetable?cinemaid=d564a83d7bd8f0573be4a644&mid=9410&needMovieInfo=1&tploption=1&_=1428996982
http://www.nuomi.com/pcindex/main/timetable?cinemaid=d564a83d7bd8f0573be4a644&mid=8883&needMovieInfo=1&tploption=1&_=1428996983
http://www.nuomi.com/pcindex/main/timetable?cinemaid=d564a83d7bd8f0573be4a644&mid=9427&needMovieInfo=1&tploption=1&_=1428996983
","dadi
","9422/速度与激情7/43
8901/战狼/8
9410/咱们结婚吧/4
8883/我是女王/2
9427/冲锋车/1
"
1,dadi, '0256,天门世贸, '8183,'16801538677191580979,'b5aee95ca2eaf3f81d5800d9,http://www.nuomi.com/cinema/b5aee95ca2eaf3f81d5800d9,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=b5aee95ca2eaf3f81d5800d9&mid=9422&needMovieInfo=1&tploption=1&_=1428996986
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b5aee95ca2eaf3f81d5800d9&mid=8901&needMovieInfo=1&tploption=1&_=1428996987
","dadi
","9422/速度与激情7/57
8901/战狼/2
"
1,dadi, '0257,北京翠成馨园, '8184,'16247547610937410465,'0ecb05b459f280ad71210b47,http://www.nuomi.com/cinema/0ecb05b459f280ad71210b47,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=0ecb05b459f280ad71210b47&mid=9422&needMovieInfo=1&tploption=1&_=1428996989
http://www.nuomi.com/pcindex/main/timetable?cinemaid=0ecb05b459f280ad71210b47&mid=8901&needMovieInfo=1&tploption=1&_=1428996991
http://www.nuomi.com/pcindex/main/timetable?cinemaid=0ecb05b459f280ad71210b47&mid=9410&needMovieInfo=1&tploption=1&_=1428996991
http://www.nuomi.com/pcindex/main/timetable?cinemaid=0ecb05b459f280ad71210b47&mid=9414&needMovieInfo=1&tploption=1&_=1428996991
","dadi
","9422/速度与激情7/58
8901/战狼/5
9410/咱们结婚吧/1
9414/王牌特工：特工学院/1
"
1,dadi, '0258,宝鸡天同国际, '8185,'2962716103179254915,'491d1492104bb275a5da390b,http://www.nuomi.com/cinema/491d1492104bb275a5da390b,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=491d1492104bb275a5da390b&mid=9422&needMovieInfo=1&tploption=1&_=1428996994
http://www.nuomi.com/pcindex/main/timetable?cinemaid=491d1492104bb275a5da390b&mid=8901&needMovieInfo=1&tploption=1&_=1428996995
http://www.nuomi.com/pcindex/main/timetable?cinemaid=491d1492104bb275a5da390b&mid=9410&needMovieInfo=1&tploption=1&_=1428996995
http://www.nuomi.com/pcindex/main/timetable?cinemaid=491d1492104bb275a5da390b&mid=8883&needMovieInfo=1&tploption=1&_=1428996995
","dadi
","9422/速度与激情7/39
8901/战狼/6
9410/咱们结婚吧/0
8883/我是女王/2
"
1,dadi, '0260,周庄嘉园, '8186,'7646979838157413342,'7df2e090d791abaaa1d230fa,http://www.nuomi.com/cinema/7df2e090d791abaaa1d230fa,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=7df2e090d791abaaa1d230fa&mid=9422&needMovieInfo=1&tploption=1&_=1428997007
http://www.nuomi.com/pcindex/main/timetable?cinemaid=7df2e090d791abaaa1d230fa&mid=8901&needMovieInfo=1&tploption=1&_=1428997008
http://www.nuomi.com/pcindex/main/timetable?cinemaid=7df2e090d791abaaa1d230fa&mid=9410&needMovieInfo=1&tploption=1&_=1428997008
http://www.nuomi.com/pcindex/main/timetable?cinemaid=7df2e090d791abaaa1d230fa&mid=9414&needMovieInfo=1&tploption=1&_=1428997008
http://www.nuomi.com/pcindex/main/timetable?cinemaid=7df2e090d791abaaa1d230fa&mid=8883&needMovieInfo=1&tploption=1&_=1428997009
http://www.nuomi.com/pcindex/main/timetable?cinemaid=7df2e090d791abaaa1d230fa&mid=9434&needMovieInfo=1&tploption=1&_=1428997009
","dadi
","9422/速度与激情7/75
8901/战狼/5
9410/咱们结婚吧/1
9414/王牌特工：特工学院/1
8883/我是女王/1
9434/万物生长/1
"
1,dadi, '0261,秦皇岛世纪港湾, '8412,'17665712265995229522,'6a1d133c7e63a068f90cadb4,http://www.nuomi.com/cinema/6a1d133c7e63a068f90cadb4,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=6a1d133c7e63a068f90cadb4&mid=9422&needMovieInfo=1&tploption=1&_=1428997012
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6a1d133c7e63a068f90cadb4&mid=8901&needMovieInfo=1&tploption=1&_=1428997012
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6a1d133c7e63a068f90cadb4&mid=9410&needMovieInfo=1&tploption=1&_=1428997013
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6a1d133c7e63a068f90cadb4&mid=9414&needMovieInfo=1&tploption=1&_=1428997013
http://www.nuomi.com/pcindex/main/timetable?cinemaid=6a1d133c7e63a068f90cadb4&mid=8883&needMovieInfo=1&tploption=1&_=1428997013
","dadi
","9422/速度与激情7/72
8901/战狼/6
9410/咱们结婚吧/4
9414/王牌特工：特工学院/3
8883/我是女王/2
"
1,dadi, '0262,遵化开元国际影院, '8411,'11621997808288344603,'f134729ef771c30b5b10935f,http://www.nuomi.com/cinema/f134729ef771c30b5b10935f,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=f134729ef771c30b5b10935f&mid=9422&needMovieInfo=1&tploption=1&_=1428997016
http://www.nuomi.com/pcindex/main/timetable?cinemaid=f134729ef771c30b5b10935f&mid=8901&needMovieInfo=1&tploption=1&_=1428997017
http://www.nuomi.com/pcindex/main/timetable?cinemaid=f134729ef771c30b5b10935f&mid=9434&needMovieInfo=1&tploption=1&_=1428997017
","dadi
","9422/速度与激情7/56
8901/战狼/1
9434/万物生长/1
"
1,dadi, '0265,宁波四明影院, '8410,'6728871625056833894,'74f8049825d139743fe23165,http://www.nuomi.com/cinema/74f8049825d139743fe23165,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=74f8049825d139743fe23165&mid=9422&needMovieInfo=1&tploption=1&_=1428997020
http://www.nuomi.com/pcindex/main/timetable?cinemaid=74f8049825d139743fe23165&mid=8901&needMovieInfo=1&tploption=1&_=1428997020
http://www.nuomi.com/pcindex/main/timetable?cinemaid=74f8049825d139743fe23165&mid=9410&needMovieInfo=1&tploption=1&_=1428997020
http://www.nuomi.com/pcindex/main/timetable?cinemaid=74f8049825d139743fe23165&mid=9414&needMovieInfo=1&tploption=1&_=1428997021
","dadi
","9422/速度与激情7/21
8901/战狼/8
9410/咱们结婚吧/1
9414/王牌特工：特工学院/1
"
1,dadi, '0266,北京顺义隆华, '8409,'14492877536972052179,'7c1e5bed740b699570210b32,http://www.nuomi.com/cinema/7c1e5bed740b699570210b32,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=7c1e5bed740b699570210b32&mid=9422&needMovieInfo=1&tploption=1&_=1428997024
http://www.nuomi.com/pcindex/main/timetable?cinemaid=7c1e5bed740b699570210b32&mid=8901&needMovieInfo=1&tploption=1&_=1428997024
http://www.nuomi.com/pcindex/main/timetable?cinemaid=7c1e5bed740b699570210b32&mid=9410&needMovieInfo=1&tploption=1&_=1428997025
http://www.nuomi.com/pcindex/main/timetable?cinemaid=7c1e5bed740b699570210b32&mid=9414&needMovieInfo=1&tploption=1&_=1428997025
http://www.nuomi.com/pcindex/main/timetable?cinemaid=7c1e5bed740b699570210b32&mid=8883&needMovieInfo=1&tploption=1&_=1428997025
http://www.nuomi.com/pcindex/main/timetable?cinemaid=7c1e5bed740b699570210b32&mid=9434&needMovieInfo=1&tploption=1&_=1428997025
","dadi
","9422/速度与激情7/80
8901/战狼/9
9410/咱们结婚吧/5
9414/王牌特工：特工学院/2
8883/我是女王/2
9434/万物生长/2
"
1,dadi, '0267,济宁永旺, '8408,'3006360031869299759,'54d90ab77a5e3a886168584b,http://www.nuomi.com/cinema/54d90ab77a5e3a886168584b,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=54d90ab77a5e3a886168584b&mid=9422&needMovieInfo=1&tploption=1&_=1428997028
http://www.nuomi.com/pcindex/main/timetable?cinemaid=54d90ab77a5e3a886168584b&mid=8901&needMovieInfo=1&tploption=1&_=1428997029
http://www.nuomi.com/pcindex/main/timetable?cinemaid=54d90ab77a5e3a886168584b&mid=9410&needMovieInfo=1&tploption=1&_=1428997029
","dadi
","9422/速度与激情7/70
8901/战狼/7
9410/咱们结婚吧/2
"
1,dadi, '0269,广东湛江廉江, '8407,'14708496908384229592,'e1bc00a6e6fb9e3ec07da244,http://www.nuomi.com/cinema/e1bc00a6e6fb9e3ec07da244,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=e1bc00a6e6fb9e3ec07da244&mid=9422&needMovieInfo=1&tploption=1&_=1428997032
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e1bc00a6e6fb9e3ec07da244&mid=8901&needMovieInfo=1&tploption=1&_=1428997032
http://www.nuomi.com/pcindex/main/timetable?cinemaid=e1bc00a6e6fb9e3ec07da244&mid=9427&needMovieInfo=1&tploption=1&_=1428997033
","dadi
","9422/速度与激情7/16
8901/战狼/1
9427/冲锋车/2
"
1,dadi, '0270,安徽蚌埠华海城市广场, '8420,'3119472374374796568,'421dd6391f6395e0badf8f48,http://www.nuomi.com/cinema/421dd6391f6395e0badf8f48,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=421dd6391f6395e0badf8f48&mid=9422&needMovieInfo=1&tploption=1&_=1428997035
http://www.nuomi.com/pcindex/main/timetable?cinemaid=421dd6391f6395e0badf8f48&mid=9410&needMovieInfo=1&tploption=1&_=1428997036
http://www.nuomi.com/pcindex/main/timetable?cinemaid=421dd6391f6395e0badf8f48&mid=8883&needMovieInfo=1&tploption=1&_=1428997036
","dadi
","9422/速度与激情7/50
9410/咱们结婚吧/3
8883/我是女王/1
"
1,dadi, '0273,黄山徽州丰乐新天地, '8406,'5168778859358214493,'677bab4d0d672115db13187f,http://www.nuomi.com/cinema/677bab4d0d672115db13187f,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=677bab4d0d672115db13187f&mid=9422&needMovieInfo=1&tploption=1&_=1428997039
","dadi
","9422/速度与激情7/40
"
1,dadi, '0274,马鞍山当涂乐天玛特, '8405,'713430340815122095,'006ade7418bac24deaf85378,http://www.nuomi.com/cinema/006ade7418bac24deaf85378,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=006ade7418bac24deaf85378&mid=9422&needMovieInfo=1&tploption=1&_=1428997042
http://www.nuomi.com/pcindex/main/timetable?cinemaid=006ade7418bac24deaf85378&mid=8901&needMovieInfo=1&tploption=1&_=1428997042
http://www.nuomi.com/pcindex/main/timetable?cinemaid=006ade7418bac24deaf85378&mid=9427&needMovieInfo=1&tploption=1&_=1428997043
","dadi
","9422/速度与激情7/49
8901/战狼/1
9427/冲锋车/1
"
1,dadi, '0275,山东聊城振华购物中心, '8404,'5267591155669667108,'b521598254408066283a9f8f,http://www.nuomi.com/cinema/b521598254408066283a9f8f,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=b521598254408066283a9f8f&mid=9422&needMovieInfo=1&tploption=1&_=1428997046
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b521598254408066283a9f8f&mid=8901&needMovieInfo=1&tploption=1&_=1428997046
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b521598254408066283a9f8f&mid=9410&needMovieInfo=1&tploption=1&_=1428997046
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b521598254408066283a9f8f&mid=9414&needMovieInfo=1&tploption=1&_=1428997047
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b521598254408066283a9f8f&mid=8883&needMovieInfo=1&tploption=1&_=1428997047
http://www.nuomi.com/pcindex/main/timetable?cinemaid=b521598254408066283a9f8f&mid=9427&needMovieInfo=1&tploption=1&_=1428997047
","dadi
","9422/速度与激情7/67
8901/战狼/7
9410/咱们结婚吧/5
9414/王牌特工：特工学院/1
8883/我是女王/3
9427/冲锋车/1
"
1,dadi, '0277,湖北枣阳万象城, '8403,'4148570256158846773,'30ed45eba25501a342d63e06,http://www.nuomi.com/cinema/30ed45eba25501a342d63e06,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=30ed45eba25501a342d63e06&mid=9422&needMovieInfo=1&tploption=1&_=1428997050
http://www.nuomi.com/pcindex/main/timetable?cinemaid=30ed45eba25501a342d63e06&mid=8901&needMovieInfo=1&tploption=1&_=1428997051
","dadi
","9422/速度与激情7/60
8901/战狼/2
"
1,dadi, '0279,湖北宜城新天地, '8402,'14886491246802911675,'b64f06b94d917cdc601c672d,http://www.nuomi.com/cinema/b64f06b94d917cdc601c672d,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=b64f06b94d917cdc601c672d&mid=9422&needMovieInfo=1&tploption=1&_=1428997054
","dadi
","9422/速度与激情7/65
"
1,dadi, 'z001,重庆自由人, '8350,'6793632557687202228,'4ebd2799e197f0f9b23c81af,http://www.nuomi.com/cinema/4ebd2799e197f0f9b23c81af,"http://www.nuomi.com/pcindex/main/timetable?cinemaid=4ebd2799e197f0f9b23c81af&mid=9422&needMovieInfo=1&tploption=1&_=1428997057
","wangpiao
","9422/速度与激情7/42
"
